analyte_code,analyte_translation,analyte_desc,atomic_num,weight,preferred_unit,api_code,category,in_phase1_website,in_phase2_website,oxide_conv,website_analyte,category_two,website_order,website_order_pos2
192Os,192Os,NULL,NULL,NULL,ppt,os_192,metal_isotope,FALSE,TRUE,NULL,192Os (ppt),NULL,141,NULL
1:1 clays,1:1 clays,"1:1 clays e.g .Kaolinite, Berthierine",NULL,NULL,wtpct,one_to_one_clays,mineralogy_composition,FALSE,TRUE,NULL,1:1 clays (wt%),NULL,230,NULL
2:1 clays,2:1 clays,"2:1 clays e.g. Montmorillonite, Illite, Muscovite, Biotite",NULL,NULL,wtpct,two_to_one_clays,mineralogy_composition,FALSE,TRUE,NULL,2:1 clays (wt%),NULL,231,NULL
AVS,Acid-volatile sulfides,Acid-volatile sulfides,NULL,NULL,wtpct,avs,iron_sulfur,FALSE,TRUE,NULL,AVS (wt%),NULL,18,NULL
Ac,Actinium,Actinium,89,227.028,N/A,ac,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Actinolite,Actinolite,Actinolite,NULL,NULL,wtpct,actinolite,mineralogy_composition,FALSE,FALSE,NULL,Actinolite (wt%),NULL,NULL,NULL
Ag,Silver,Silver,47,107.868,ppm,ag,element,TRUE,TRUE,NULL,Ag (ppm),NULL,152,NULL
Al,Aluminium,Aluminium,13,26.982,wtpct,alu,element,TRUE,TRUE,NULL,Al (wt%),NULL,153,NULL
Al-SeqA,Aluminum from SeqA,"Aluminum extracted using the SeqA method, first step in sequential iron extraction method of Poulton and Canfield, 2005",NULL,NULL,wtpct,al_seqa,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Al-SeqC,Aluminum from SeqC,"Aluminum extracted using the SeqC method, third step in sequential iron extraction method of Poulton and Canfield, 2005",NULL,NULL,wtpct,al_seqc,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Al-auth,Al from authigenic fraction,Authigenic aluminium after light leach on shale,NULL,NULL,wtpct,al _auth,authigenic_proxy,FALSE,FALSE,NULL,Al-auth (wt%),NULL,NULL,NULL
Al-carb,Al from the carbonate fraction,"Aluminum extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,wtpct,al_carb,carbonate_proxy,FALSE,TRUE,NULL,Al-carb (wt%),NULL,46,NULL
Al2O3,Aluminum oxide,Aluminum oxide,NULL,101.96,wtpct,alu,element,TRUE,TRUE,0.529251,Al (wt%),NULL,153,NULL
Albite,Albite,Albite,NULL,NULL,wtpct,albite,mineralogy_composition,FALSE,TRUE,NULL,Albite (wt%),NULL,232,NULL
Alunite,Alunite,Alunite,NULL,NULL,wtpct,alunite,mineralogy_composition,FALSE,FALSE,NULL,Alunite (wt%),NULL,NULL,NULL
Am,Americium,Americium,95,243.061,N/A,am,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Amorphous,Amorphous,Amorphous phase content,NULL,NULL,wtpct,amorphous,mineralogy_composition,FALSE,FALSE,NULL,Amorphous (wt%),NULL,NULL,NULL
Amphibole,Amphibole,Amphibole,NULL,NULL,wtpct,amphibole,mineralogy_composition,FALSE,FALSE,NULL,Amphibole (wt%),NULL,NULL,NULL
Analcime,Analcime,Analcime,NULL,NULL,wtpct,analcime,mineralogy_composition,FALSE,TRUE,NULL,Analcime (wt%),NULL,233,NULL
Anatase,Anatase,Anatase,NULL,NULL,wtpct,anatase,mineralogy_composition,FALSE,TRUE,NULL,Anatase (wt%),NULL,234,NULL
Anatase_Rutile,Anatase_Rutile,Anatase_Rutile,NULL,NULL,wtpct,anatase_rutile,mineralogy_composition,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Anhydrite,Anhydrite,Anhydrite,NULL,NULL,wtpct,anhydrite,mineralogy_composition,FALSE,TRUE,NULL,Anhydrite (wt%),NULL,235,NULL
Ankerite,Ankerite,Ankerite,NULL,NULL,wtpct,ankerite,mineralogy_composition,FALSE,TRUE,NULL,Ankerite (wt%),NULL,236,NULL
Annite,Annite,Annite,NULL,NULL,wtpct,annite,mineralogy_composition,FALSE,FALSE,NULL,Annite (wt%),NULL,NULL,NULL
Anorthite,Anorthite,Anorthite,NULL,NULL,wtpct,anorthite,mineralogy_composition,FALSE,TRUE,NULL,Anorthite (wt%),NULL,237,NULL
Apatite,Apatite,Apatite,NULL,NULL,wtpct,apatite,mineralogy_composition,FALSE,TRUE,NULL,Apatite (wt%),NULL,238,NULL
Ar,Argon,Argon,18,39.948,N/A,ar,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Aragonite,Aragonite,Aragonite,NULL,NULL,wtpct,aragonite,mineralogy_composition,FALSE,TRUE,NULL,Aragonite (wt%),NULL,239,NULL
Aro,Aromatic EOM,NULL,NULL,NULL,mg,aro,carbon,FALSE,FALSE,NULL,Aromatic hydrocarbon (mg),NULL,NULL,NULL
As,Arsenic,Arsenic,33,74.922,ppm,ars,element,TRUE,TRUE,NULL,As (ppm),NULL,154,NULL
As-carb,As from the carbonate fraction,"Arsenic extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,ars_carb,carbonate_proxy,FALSE,TRUE,NULL,As-carb (ppm),NULL,47,NULL
Ash,Ash,Ash,NULL,NULL,wtpct,ash,mineralogy_composition,FALSE,TRUE,NULL,Ash (wt%),NULL,240,NULL
Asph,Asphaltenes,NULL,NULL,NULL,mg,asph,carbon,FALSE,FALSE,NULL,Asphaltenes (mg),NULL,NULL,NULL
At,Astatine,Astatine,85,209.987,N/A,at,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Au,Gold,Gold,79,196.967,ppb,au,element,TRUE,TRUE,NULL,Au (ppb),NULL,155,NULL
Axinite,Axinite,Axinite,NULL,NULL,wtpct,axinite,mineralogy_composition,FALSE,FALSE,NULL,Axinite (wt%),NULL,NULL,NULL
B,Boron,Boron,5,10.811,ppm,b,element,FALSE,TRUE,NULL,B (ppm),NULL,156,NULL
BR,Bitumen reflectance,Bitumen reflectance,NULL,NULL,pct,b_reflect,carbon,FALSE,FALSE,NULL,BR (%),NULL,NULL,NULL
Ba,Barium,Barium,56,137.327,ppm,ba,element,TRUE,TRUE,NULL,Ba (ppm),NULL,157,NULL
Ba-auth,Ba from authigenic fraction,Authigenic barium after light leach on shale,NULL,NULL,ppm,ba_auth,authigenic_proxy,FALSE,FALSE,NULL,Ba-auth (ppm),NULL,NULL,NULL
Ba-carb,Ba from the carbonate fraction,"Barium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,ba_carb,carbonate_proxy,FALSE,TRUE,NULL,Ba-carb (ppm),NULL,48,NULL
BaO,Barium oxide,Barium oxide,NULL,NULL,ppm,ba,element,TRUE,TRUE,0.89566,Ba (ppm),NULL,157,NULL
Barite,Barite,Barite,NULL,NULL,wtpct,barite,mineralogy_composition,FALSE,TRUE,NULL,Barite (wt%),NULL,241,NULL
Bassanite,Bassanite,Bassanite,NULL,NULL,wtpct,bassanite,mineralogy_composition,FALSE,FALSE,NULL,Bassanite (wt%),NULL,NULL,NULL
Be,Beryllium,Beryllium,4,9.012,ppm,be,element,TRUE,TRUE,NULL,Be (ppm),NULL,158,NULL
Berthierine,Berthierine,Berthierine,NULL,NULL,wtpct,berthierine,mineralogy_composition,FALSE,TRUE,NULL,Berthierine (wt%),NULL,242,NULL
Bh,Bohrium,Bohrium,107,262.123,N/A,bh,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Bi,Bismuth,Bismuth,83,208.98,ppm,bi,element,TRUE,TRUE,NULL,Bi (ppm),NULL,159,NULL
Biotite,Biotite,Biotite,NULL,NULL,wtpct,biotite,mineralogy_composition,FALSE,TRUE,NULL,Biotite (wt%),NULL,243,NULL
Bk,Berkelium,Berkelium,97,247.07,N/A,bk,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Bloedite,Bloedite,Bloedite,NULL,NULL,wtpct,bloedite,mineralogy_composition,FALSE,FALSE,NULL,Bloedite (wt%),NULL,NULL,NULL
Br,Bromine,Bromine,35,79.904,ppm,br,element,FALSE,FALSE,NULL,Br (ppm),NULL,NULL,NULL
Brookite,Brookite,Brookite,NULL,NULL,wtpct,brookite,mineralogy_composition,FALSE,FALSE,NULL,Brookite (wt%),NULL,NULL,NULL
Butlerite,Butlerite,Butlerite,NULL,NULL,wtpct,butlerite,mineralogy_composition,FALSE,FALSE,NULL,Butlerite (wt%),NULL,NULL,NULL
C,Carbon,Carbon (Total carbon),6,12.011,wtpct,tot_c,carbon,TRUE,TRUE,NULL,Total Carbon (wt%),NULL,22,NULL
C-graph,Graphitic carbon,Graphitic carbon,NULL,NULL,wtpct,c_graph,carbon,FALSE,FALSE,NULL,C-graph (wt%),NULL,NULL,NULL
C15+Aro,C15+Aro,EOM aromatic fraction (SARA analysis),NULL,NULL,pct,c15_aro,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C15+Asph,C15+Asph,EOM asphaltene fraction (SARA analysis),NULL,NULL,pct,c15_asph,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C15+NSO,C15+NSO,EOM polar hydrocabon fraction,NULL,NULL,pct,c15_nso,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C15+Sat,C15+Sat,EOM saturated fraction (SARA analysis),NULL,NULL,pct,c15_sat,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C2717b/C30ab,NULL,Biomarker,NULL,NULL,NULL,NULL,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C27aaa(R)/C27-29aaa(R),NULL,Biomarker,NULL,NULL,NULL,NULL,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C27aaaR/C29aaaR,NULL,Biomarker,NULL,NULL,NULL,NULL,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C28aaa(R)/C27-29aaa(R),NULL,Biomarker,NULL,NULL,NULL,NULL,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C298aaa(R)/C27-29aaa(R),NULL,Biomarker,NULL,NULL,NULL,NULL,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C:N,C:N,C:N atomic,NULL,NULL,none,cn_ratio,nitrogen_phosphorous,TRUE,TRUE,NULL,C:N (atomic),NULL,108,NULL
C:N_KER,C:N_KER,C:N of kerogen,NULL,NULL,none,cn_ratio_ker,carbon,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
CAP_47,Δ47,Δ47 - clumped isotopes,NULL,NULL,permil,cap_47,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
CAP_DELTA_C13,Δ13C,NULL,NULL,NULL,permil,cap_delta_c13,carbonate_proxy,FALSE,TRUE,NULL,Δ13C (‰),NULL,35,NULL
CAP_DELTA_Hg199,Δ199Hg,δ199Hg-δ202Hg x β where β is equal to 0.2520,NULL,NULL,permil,cap_delta_hg199,metal_isotope,FALSE,FALSE,NULL,Δ199Hg (‰),NULL,NULL,NULL
CAP_DELTA_Hg200,Δ200Hg,δ200Hg-δ202Hg x β where β is equal to 0.5024,NULL,NULL,permil,cap_delta_hg200,metal_isotope,FALSE,FALSE,NULL,Δ200Hg (‰),NULL,NULL,NULL
CAP_DELTA_Hg201,Δ201Hg,δ201Hg-δ202Hg x β where β is equal to 0.7520,NULL,NULL,permil,cap_delta_hg201,metal_isotope,FALSE,FALSE,NULL,Δ201Hg (‰),NULL,NULL,NULL
CAP_DELTA_N15_KER,Δ15N-ker,NULL,NULL,NULL,permil,cap_delta_n15_ker,nitrogen_phosphorous,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
CAP_DELTA_S33,Δ33S,Δ33S = δ33S - 1000 *  [(1 + δ34S/1000) 0.515- 1],NULL,NULL,permil,cap_delta_s33,iron_sulfur,FALSE,FALSE,NULL,Δ33S (‰),NULL,NULL,NULL
CAP_DELTA_S33_AVS,Δ33S-avs,NULL,NULL,NULL,permil,cap_delta_s33_avs,iron_sulfur,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
CAP_DELTA_S33_PY,Δ33S-py,NULL,NULL,NULL,permil,cap_delta_s33_py,iron_sulfur,FALSE,FALSE,NULL,Δ33S-py (‰),NULL,NULL,NULL
CAP_DELTA_S34,Δ34S,NULL,NULL,NULL,permil,cap_delta_s34,iron_sulfur,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
CAP_DELTA_S36,Δ36S,NULL,NULL,NULL,permil,cap_delta_s36,iron_sulfur,FALSE,FALSE,NULL,Δ36S (‰),NULL,NULL,NULL
CAP_DELTA_S36_AVS,Δ36S-avs,NULL,NULL,NULL,permil,cap_delta_s36_avs,iron_sulfur,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
CAP_DELTA_S36_PY,Δ36S-py,NULL,NULL,NULL,permil,cap_delta_s36_py,iron_sulfur,FALSE,FALSE,NULL,Δ36S-py (‰),NULL,NULL,NULL
CAS,Carbonate-associated sulfur,Carbonate-associated sulfur,NULL,NULL,ppm,cas,iron_sulfur,TRUE,TRUE,NULL,CAS (ppm),NULL,21,NULL
CO2,CO2,Concentration of carbon reported as percent CO2,NULL,NULL,wtpct,co2,carbon,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
CTO2,Total C as CO2,"Total carbon, as carbon dioxide",NULL,NULL,wtpct,cto2,carbon,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
C_KER,Kerogen carbon,Kerogen carbon,NULL,NULL,wtpct,c_ker,carbon,FALSE,FALSE,NULL,C-ker (wt%),NULL,NULL,NULL
Ca,Calcium,Calcium,20,40.078,wtpct,ca,element,TRUE,TRUE,NULL,Ca (wt%),NULL,160,NULL
Ca-SeqA,Calcium from SeqA,"Calcium extracted using the SeqA method, first step in sequential iron extraction method of Poulton and Canfield, 2005 ",NULL,NULL,wtpct,ca_seqa,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Ca-SeqC,Calcium from SeqC,"Calcium extracted using the SeqC method, third step in sequential iron extraction method of Poulton and Canfield, 2005",NULL,NULL,wtpct,ca_seqc,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Ca-auth,Ca from authigenic fraction,Authigenic calcium after light leach on shale,NULL,NULL,wtpct,ca _auth,authigenic_proxy,FALSE,FALSE,NULL,Ca-auth (wt%),NULL,NULL,NULL
Ca-carb,Ca from the carbonate fraction,"Calcium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,wtpct,ca_carb,carbonate_proxy,FALSE,TRUE,NULL,Ca-carb (wt%),NULL,49,NULL
CaCO3,Calcium carbonate,Calcium carbonate,NULL,NULL,wtpct,carb,carbonate_proxy,FALSE,TRUE,NULL,Carbonate (wt%),NULL,37,NULL
CaO,Calcium oxide,Calcium oxide,NULL,56.077,wtpct,ca,element,TRUE,TRUE,0.714701,Ca (wt%),NULL,160,NULL
Calcite,Calcite,Calcite,NULL,NULL,wtpct,calcite,mineralogy_composition,FALSE,TRUE,NULL,Calcite (wt%),NULL,244,NULL
Calcium_Magnesium_Iron_Carbonate,NULL,NULL,NULL,NULL,wtpct,calcium_magnesium_iron_carbonate,mineralogy_composition,FALSE,FALSE,NULL,Calcium_Magnesium_Iron_Carbonate (wt%),NULL,NULL,NULL
Carbonate,Carbonate,Carbonate by mass loss - calcium carbonate and other forms,NULL,NULL,wtpct,carb,carbonate_proxy,FALSE,TRUE,NULL,Carbonate (wt%),NULL,36,NULL
Cd,Cadmium,Cadmium,48,112.411,ppm,cd,element,TRUE,TRUE,NULL,Cd (ppm),NULL,161,NULL
Cd-carb,Cd from the carbonate fraction,"Cadmium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,cd_carb,carbonate_proxy,FALSE,TRUE,NULL,Cd-carb (ppm),NULL,50,NULL
Ce,Cerium,Cerium,58,140.115,ppm,ce,element,TRUE,TRUE,NULL,Ce (ppm),NULL,162,NULL
Ce-auth,Ce from authigenic fraction,Authigenic cerium after light leach on shale,NULL,NULL,ppm,ce_auth,authigenic_proxy,FALSE,FALSE,NULL,Ce-auth (ppm),NULL,NULL,NULL
Ce-carb,Ce from the carbonate fraction,"Cerium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,ce_carb,carbonate_proxy,FALSE,TRUE,NULL,Ce-carb (ppm),NULL,51,NULL
Ce/Ce*,Ce/Ce*,Cerium anomaly. Variable versions. Lawrence and Kamber (2006):(Ce/Ce*)N = CeN/(PrN*PrN/NdN),NULL,NULL,none,ce_ce,carbonate_proxy,FALSE,TRUE,NULL,Ce/Ce*,NULL,38,NULL
Celadonite,Celadonite,Celadonite,NULL,NULL,wtpct,celadonite,mineralogy_composition,FALSE,FALSE,NULL,Celadonite (wt%),NULL,NULL,NULL
Cf,Californium,Californium,98,251.08,N/A,cf,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Chamosite,Chamosite,Chamosite,NULL,NULL,wtpct,chamosite,mineralogy_composition,FALSE,TRUE,NULL,Chamosite (wt%),NULL,245,NULL
Chlorite,Chlorite,Chlorite,NULL,NULL,wtpct,chlorite,mineralogy_composition,FALSE,TRUE,NULL,Chlorite (wt%),NULL,246,NULL
Cl,Chlorine,Chlorine,17,35.453,wtpct,cl,element,FALSE,FALSE,NULL,Cl (wt%),NULL,NULL,NULL
Clinochlore,Clinochlore,Clinochlore,NULL,NULL,wtpct,clinochlore,mineralogy_composition,FALSE,TRUE,NULL,Clinochlore (wt%),NULL,247,NULL
Clinoptilite,Clinoptilite,Clinoptilite,NULL,NULL,wtpct,clinoptilite,mineralogy_composition,FALSE,FALSE,NULL,Clinoptilite (wt%),NULL,NULL,NULL
Cm,Curium,Curium,96,247.07,N/A,cm,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Co,Cobalt,Cobalt,27,58.933,ppm,co,element,TRUE,TRUE,NULL,Co (ppm),NULL,163,NULL
Co-auth,Co from authigenic fraction,Authigenic cobalt after light leach on shale,NULL,NULL,ppm,co_auth,authigenic_proxy,FALSE,FALSE,NULL,Co-auth (ppm),NULL,NULL,NULL
Co-carb,Co from the carbonate fraction,"Cobalt extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,co_carb,carbonate_proxy,FALSE,TRUE,NULL,Co-carb (ppm),NULL,52,NULL
Co3O4,Cobalt oxide,Cobalt oxide,NULL,240.8,ppm,co,element,FALSE,TRUE,0.73423,Co (ppm),NULL,163,NULL
Cr,Chromium,Chromium,24,51.996,ppm,cr,element,TRUE,TRUE,NULL,Cr (ppm),NULL,164,NULL
Cr-auth,Cr from authigenic fraction,Authigenic chromium after light leach on shale,NULL,NULL,ppm,cr_auth,authigenic_proxy,FALSE,FALSE,NULL,Cr-auth (ppm),NULL,NULL,NULL
Cr-carb,Cr from the carbonate fraction,"Chromium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,cr_carb,carbonate_proxy,FALSE,TRUE,NULL,Cr-carb (ppm),NULL,53,NULL
Cr2O3,Chromium(III) oxide,Chromium(III) oxide,NULL,151.99,ppm,cr,element,TRUE,TRUE,0.684202,Cr (ppm),NULL,164,NULL
Cristobalite,Cristobalite,Cristobalite,NULL,NULL,wtpct,cristobalite,mineralogy_composition,FALSE,TRUE,NULL,Cristobalite (wt%),NULL,248,NULL
Cs,Caesium,Caesium,55,132.905,ppm,cs,element,TRUE,TRUE,NULL,Cs (ppm),NULL,165,NULL
Cs-auth,Cs from authigenic fraction,Authigenic caesium after light leach on shale,NULL,NULL,ppm,cs_auth,authigenic_proxy,FALSE,FALSE,NULL,Cs-auth (ppm),NULL,NULL,NULL
Cs-carb,Cs from the carbonate fraction,"Caesium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,cs_carb,carbonate_proxy,FALSE,TRUE,NULL,Cs-carb (ppm),NULL,54,NULL
Cu,Copper,Copper,29,63.546,ppm,cu,element,TRUE,TRUE,NULL,Cu (ppm),NULL,166,NULL
Cu-auth,Cu from authigenic fraction,Authigenic copper after light leach on shale,NULL,NULL,ppm,cu_auth,authigenic_proxy,FALSE,FALSE,NULL,Cu-auth (ppm),NULL,NULL,NULL
Cu-carb,Cu from the carbonate fraction,"Copper extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,cu_carb,carbonate_proxy,FALSE,TRUE,NULL,Cu-carb (ppm),NULL,55,NULL
CuO,Copper oxide,Copper oxide,NULL,79.545,ppm,cu,element,FALSE,TRUE,0.798865,Cu (ppm),NULL,166,NULL
DELTA_B11,δ11B,"equals: (ratio of boron isotopes b11/b10 in the sample divided by ratio of b11/b10 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_b11,metal_isotope,FALSE,FALSE,NULL,δ11B (‰),NULL,NULL,NULL
DELTA_Ba137_Ba134,δ137/134Ba,"equals: (ratio of barium isotopes ba137/ba134 in the sample divided by ratio of ba137/ba134 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_ba137_ba134,metal_isotope,FALSE,FALSE,NULL,δ137/134Ba (‰),NULL,NULL,NULL
DELTA_Ba137_Ba135,δ137/135Ba,"equals: (ratio of barium isotopes ba137/ba135 in the sample divided by ratio of ba137/ba135 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_ba137_ba135,metal_isotope,FALSE,FALSE,NULL,δ137/135Ba (‰),NULL,NULL,NULL
DELTA_C13,δ13C-bulk,"equals: (ratio of carbon isotopes c13/c12 in the bulk sample divided by ratio of c13/c12 of the pee dee belemnite) minus 1, multiplied by 1000",NULL,NULL,permil,delta_c13,carbon,FALSE,FALSE,NULL,δ13C-bulk (‰),NULL,NULL,NULL
DELTA_C13_ARO,δ13C-aro,EOM aromatic δ13C,NULL,NULL,permil,delta_c13_aro,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
DELTA_C13_CARB,δ13C-carb,"equals: (ratio of carbon isotopes c13/c12 in the carbonate sample divided by ratio of c13/c12 of the pee dee belemnite) minus 1, multiplied by 1000",NULL,NULL,permil,delta_c13_carb,carbonate_proxy,TRUE,TRUE,NULL,δ13C-carb (‰),NULL,33,NULL
DELTA_C13_KER,δ13C-kerogen,"equals: (ratio of carbon isotopes c13/c12 in the kerogen sample divided by ratio of c13/c12 of the pee dee belemnite) minus 1, multiplied by 1000",NULL,NULL,permil,delta_c13_ker,carbon,FALSE,FALSE,NULL,δ13C-ker (‰),NULL,NULL,NULL
